chrom1	mid1	chrom2	mid2	strand1	strand2	fc1	fc2	fc.mean
chr2	167244915	chr2	167851575	+	-	48.61102	3.34853	25.979775
chr11	116599933	chr11	117219801	-	-	10.04559	41.85229	25.94894
chr11	4785581	chr11	5385445	-	+	23.88741	27.91402	25.900714999999998
chr4	137280877	chr4	137872468	+	+	42.68821	9.0796	25.883905
chr11	100170224	chr11	100754942	+	+	3.90662	47.79223	25.849425000000004
chr4	61838523	chr4	62425250	-	-	32.62167	19.02409	25.82288
chr7	25891027	chr7	26471818	+	+	34.34376	17.30075	25.822255000000002
chr4	137280877	chr4	137871882	+	-	42.68821	8.95181	25.82001
chr10	126356310	chr10	126975144	+	-	40.37553	11.24039	25.807959999999998
chr19	46815285	chr19	47431250	-	+	22.94863	28.66346	25.806045
chr1	120990482	chr1	121571779	+	-	19.66113	31.90838	25.784755
chr11	102365407	chr11	102964134	+	+	2.78401	48.77546	25.779735000000002
chr11	50753161	chr11	51353385	+	-	18.02032	33.52619	25.773255
chr2	152298365	chr2	152907148	+	-	7.030660000000001	44.4222	25.72643
chr3	146008371	chr3	146609175	-	-	18.02032	33.408159999999995	25.714239999999997
chr12	82271266	chr12	82889918	-	+	7.42404	44.00312	25.71358
chr15	78070147	chr15	78660255	-	+	40.8322	10.59287	25.712535
chr17	35084770	chr17	35694023	-	+	13.62215	37.71696	25.669555
chr3	79006256	chr3	79617953	+	-	22.16086	29.10407	25.632465
chr1	155965975	chr1	156576899	-	-	36.18479	15.06839	25.62659
chr9	89356217	chr9	89971924	+	-	18.41692	32.83212	25.624520000000004
chr10	81014610	chr10	81633761	-	-	28.92106	22.32354	25.622300000000003
chr1	74360082	chr1	74973472	+	+	20.53479	30.69487	25.61483
chr12	85629582	chr12	86217949	+	-	22.67744	28.52014	25.59879
chr6	137821043	chr6	138426299	+	+	18.70976	32.48016	25.59496
chr2	28909530	chr2	29505825	-	-	33.15137	18.02032	25.585845
chr9	21046032	chr9	21644724	+	+	35.46025	15.708429999999998	25.58434
chr2	101313141	chr2	101931858	-	+	40.50088	10.65808	25.57948
chr2	31642748	chr2	32260440	+	-	16.049139999999998	35.10916	25.57915
chr17	29152792	chr17	29740428	-	+	27.46249000000001	23.66411	25.563300000000005
chr2	152312966	chr2	152907148	-	-	6.6970600000000005	44.4222	25.55963
chr6	72357287	chr6	72970259	+	-	38.62008	12.47317	25.546625
chr4	134874098	chr4	135476301	-	-	18.97945	32.095040000000004	25.537245000000002
chr5	115391360	chr5	116009304	-	+	15.00897	36.04725	25.528109999999998
chr4	118239058	chr4	118853110	-	+	41.2962	9.74405	25.520125
chr4	125380793	chr4	125998997	-	-	6.7563	44.26903	25.512665000000002
chr7	35457128	chr7	36049934	-	-	44.00312	7.0218300000000005	25.512475000000002
chr1	120984304	chr1	121571779	+	-	19.10419	31.90838	25.506285
chr4	128634696	chr4	129254551	+	+	35.75305	15.225829999999998	25.489440000000002
chr2	75823405	chr2	76437466	+	+	42.02922	8.92942	25.47932
chr19	44657375	chr19	45251614	+	+	30.22415	20.71356	25.468855
chr8	95342276	chr8	95939470	+	+	46.99733	3.87037	25.43385
chr3	88330356	chr3	88940608	-	+	40.36819000000001	10.48155	25.424870000000006
chr15	73017452	chr15	73617741	-	-	28.65628	22.17362	25.414949999999997
chr1	74962525	chr1	75556256	-	-	12.99289	37.82629	25.40959
chr10	79627990	chr10	80220691	-	+	39.81525	10.9906	25.402925
chr6	134375064	chr6	134961565	-	+	12.15324	38.62008	25.38666
chr3	96384275	chr3	96987941	-	+	43.17546	7.54339	25.359425
chr15	102501640	chr15	103111460	-	-	36.58159000000001	14.1371	25.359345000000005
chr9	77961002	chr9	78568879	+	+	41.7602	8.95181	25.356005
chr14	28031717	chr14	28617256	+	+	3.11829	47.5861	25.352195000000002
chr4	138557566	chr4	139167750	-	-	9.41775	41.26505	25.3414
chr11	32242911	chr11	32861801	+	+	42.83318	7.813239999999999	25.32321
chr15	75509896	chr15	76116059	-	+	35.78634	14.848070000000002	25.317205
chr14	66008726	chr14	66606955	-	-	28.40215	22.2111	25.306624999999997
chr16	4316280	chr16	4913913	+	-	28.23777	22.34776	25.292765000000003
chr2	38234047	chr2	38853600	-	-	14.03232	36.54868	25.290499999999998
chr19	5529517	chr19	6126492	+	-	27.03405	23.52053	25.27729
chr2	162748111	chr2	163360407	+	+	25.30593	25.22512	25.265525
chr14	28010398	chr14	28617256	-	+	2.9335400000000003	47.5861	25.25982
chr3	121587969	chr3	122169170	+	-	27.03405	23.46833	25.25119
chr10	74614290	chr10	75206955	-	+	34.8769	15.62541	25.251155
chr7	35457128	chr7	36037276	-	-	44.00312	6.49603	25.249575
chr11	99866304	chr11	100484128	-	-	23.46833	26.98983	25.229080000000003
chr3	95767802	chr3	96384275	-	-	7.27602	43.17546	25.225740000000002
chr17	28523325	chr17	29124849	+	+	17.57585	32.85342	25.214635
chr1	87478354	chr1	88075585	+	+	3.90662	46.47557000000001	25.191095000000004
chr5	64278177	chr5	64897591	-	+	23.90482	26.47114	25.18798
chr10	126356310	chr10	126946193	+	+	40.37553	9.93418	25.154854999999998
chr8	96867326	chr8	97466683	+	+	25.7046	24.59212	25.14836
chr11	103848914	chr11	104451623	+	+	19.27756	30.96295	25.120255
chr15	98634706	chr15	99247187	-	-	19.48809	30.74975	25.11892
chr8	95342276	chr8	95957481	+	+	46.99733	3.17549	25.08641
chr8	81423954	chr8	82012970	-	-	19.27756	30.82674	25.05215
chr17	29508483	chr17	30112889	+	+	28.304140000000004	21.79807000000001	25.051105000000007
chr10	79251337	chr10	79839139	-	+	18.72211	31.33087	25.026490000000003
chr3	52648153	chr3	53252372	+	-	39.81235	10.18166	24.997005
chr9	20834096	chr9	21435282	-	+	29.7335	20.25044	24.991970000000002
chr7	35457128	chr7	36054876	-	-	44.00312	5.96856	24.985840000000003
chr11	88001179	chr11	88589999	+	-	21.39669	28.53869000000001	24.967690000000005
chr17	34486565	chr17	35089899	-	+	26.39144000000001	23.52314	24.957290000000008
chr18	38012018	chr18	38619605	-	-	37.29788	12.60876	24.953319999999998
chr9	98880354	chr9	99488343	+	+	32.68803	17.20349	24.94576
chr1	137033269	chr1	137649672	-	-	16.047520000000002	33.83355	24.940535000000004
chr10	126356310	chr10	126963855	+	-	40.37553	9.48586	24.930695
chr10	28450152	chr10	29058652	-	-	25.46606	24.30648	24.88627
chr19	47350310	chr19	47957153	+	+	6.5978600000000025	43.16497	24.881415
chr3	88542771	chr3	89143511	-	-	29.10407	20.63252	24.868295
chr6	134778533	chr6	135394779	-	+	20.71441	29.02061	24.867510000000003
chr7	31277980	chr7	31882802	-	-	31.71295	18.02032	24.866635000000002
chr1	64465338	chr1	65056952	-	-	6.56642	43.15221	24.859315
chr11	81809862	chr11	82427198	+	+	37.76065	11.95346	24.857055
chr4	137280877	chr4	137891758	+	-	42.68821	7.00005	24.84413
chr11	117774203	chr11	118369392	+	+	17.19377	32.481770000000004	24.837770000000003
chr3	87790994	chr3	88396026	-	+	37.52242	12.14224	24.83233
chr2	32260440	chr2	32845856	-	+	35.10916	14.552029999999998	24.830595000000002
chr2	154908327	chr2	155522212	+	+	19.48627	30.17357	24.82992
chr19	5529517	chr19	6141232	+	-	27.03405	22.59458	24.814315
chrX	138635078	chrX	139243185	+	-	42.41473	7.18783	24.80128
chr17	5208580	chr17	5796065	-	+	14.38672	35.17727	24.781995000000002
chr6	50538452	chr6	51156878	-	+	20.78701	28.76814	24.777575
chr6	72357287	chr6	72960280	+	-	38.62008	10.91403	24.767055
chr1	182358679	chr1	182952135	-	-	19.937620000000006	29.52011	24.728865000000003
chr6	85960144	chr6	86549101	-	-	18.85848	30.59818	24.72833
chr8	46430541	chr8	47020310	+	-	16.96538	32.475	24.720190000000002
chr10	126467959	chr10	127063683	-	-	33.72749	15.70114	24.714315000000003
chr6	29121257	chr6	29708681	+	-	25.46606	23.95025	24.708154999999998
chr11	98648742	chr11	99241082	+	+	22.63018	26.74586	24.68802
chr10	79839139	chr10	80458170	+	-	31.33087	18.02032	24.675595
chr7	25602712	chr7	26202793	+	+	27.58182	21.76545	24.673635
chr11	4401045	chr11	5015147	+	+	5.0228	44.32172	24.67226
chr10	79449952	chr10	80041336	+	+	23.68919	25.65525	24.67222
chr2	30069197	chr2	30683880	-	-	17.16808	32.16996	24.669020000000003
chr17	28899010	chr17	29508483	+	+	21.01461	28.304140000000004	24.659375000000004
chr3	95769929	chr3	96384275	+	-	6.13897	43.17546	24.657215
chr15	98880467	chr15	99499542	+	-	29.34204	19.9521	24.64707
chr10	39932477	chr10	40533630	-	+	39.81235	9.47947	24.64591
chr2	24817898	chr2	25437273	+	-	27.74243	21.51434	24.628385
chr7	16880282	chr7	17499316	+	-	21.17691	28.07838	24.627645
chr5	121051515	chr5	121651948	-	+	24.37601	24.86885	24.62243
chr7	51804377	chr7	52391871	-	-	23.88848	25.32763	24.608055
chr2	167979858	chr2	168568399	+	-	18.63891	30.57145	24.605179999999997
chr5	135667733	chr5	136282631	-	-	17.95794	31.24715	24.602545
chr1	36741171	chr1	37329512	-	+	34.51188	14.66771	24.589795
chr7	19655036	chr7	20254420	+	+	21.76545	27.37613	24.570790000000002
chr11	102429723	chr11	103020502	-	-	18.27099	30.85785	24.56442
chr2	132342309	chr2	132939631	+	+	12.60876	36.51808	24.56342
chrX	155363188	chrX	155970453	-	+	17.858829999999994	31.25296	24.555895
chr17	5202055	chr17	5796065	+	+	13.89165	35.17727	24.53446
chr4	88189984	chr4	88792431	-	+	27.12157	21.9384	24.529985
chr2	172327053	chr2	172933080	-	+	18.97501	30.08133	24.528170000000003
chr7	19947317	chr7	20542070	-	-	19.10419	29.94413	24.524160000000002
chr3	52058000	chr3	52648153	+	+	9.2197	39.81235	24.516025
chr12	85887177	chr12	86483953	+	-	26.50549	22.50857	24.50703
chr14	66801699	chr14	67409698	+	-	18.85848	30.13678	24.49763
chr14	66801699	chr14	67403943	+	-	18.85848	30.13678	24.49763
chr8	90685539	chr8	91279233	-	-	30.54661	18.42997	24.48829
chr17	28510945	chr17	29124849	+	+	16.11055	32.85342	24.481985
chr14	73924672	chr14	74530919	+	+	45.61487	3.34853	24.4817
chr11	4430218	chr11	5015147	+	+	4.64002	44.32172	24.48087
chr3	52046590	chr3	52648153	-	+	9.12838	39.81235	24.470365
chrX	138024978	chrX	138635078	+	+	6.49603	42.41473	24.455379999999998
chr12	32976950	chr12	33582540	+	-	27.60375	21.30161	24.45268
chr10	127764859	chr10	128350449	+	-	11.08297	37.79652	24.439745000000002
chr4	129286088	chr4	129866394	-	-	21.82369	27.041	24.432344999999998
chr5	136092120	chr5	136677882	+	+	34.33616	14.51918	24.42767
chr7	51740668	chr7	52323512	-	-	16.94266	31.90838	24.42552
chr4	137286218	chr4	137875606	+	+	12.22668	36.60448	24.415580000000002
chr3	146006786	chr3	146609175	+	-	15.417	33.408159999999995	24.41258
chr2	130439025	chr2	131035859	+	-	9.2197	39.58404	24.401870000000002
chr7	88490196	chr7	89104798	-	+	26.44813	22.33121	24.38967
chr7	35457128	chr7	36044599	-	+	44.00312	4.76323	24.383175
chr4	52998259	chr4	53613552	-	+	5.34917	43.38929	24.36923
chr12	113844156	chr12	114460697	-	+	18.5291	30.17728	24.353189999999998
chr13	34138436	chr13	34734994	+	+	14.68364	34.00435	24.343995
chr16	17205252	chr16	17812417	+	-	30.688540000000003	17.99322	24.340880000000002
chr7	108561525	chr7	109147214	+	+	28.80252	19.87517	24.338845
chr5	114223827	chr5	114833399	+	-	32.74208	15.92494	24.33351
chr11	4158983	chr11	4766081	+	-	34.52261	14.1371	24.329855000000002
chr6	82664400	chr6	83267435	+	+	26.44813	22.2111	24.329614999999997
chr7	35457128	chr7	36053060	-	+	44.00312	4.64002	24.32157
chr4	138412641	chr4	139026312	+	+	41.85664000000001	6.7770600000000005	24.316850000000006
chr10	61443368	chr10	62053121	+	-	13.372929999999998	35.24754	24.310235
chr9	20834096	chr9	21431178	-	+	29.7335	18.87236	24.30293
chr9	107193437	chr9	107807813	-	-	21.79202	26.8136	24.30281
chr10	126571655	chr10	127182040	+	-	16.047520000000002	32.536190000000005	24.291855000000005
chr11	116350218	chr11	116943087	-	+	23.95025	24.59212	24.271185000000003
chr15	75447097	chr15	76027316	-	+	11.17715	37.34625	24.261699999999998
chr5	113609319	chr5	114223827	+	+	15.77608	32.74208	24.25908
chr9	98880354	chr9	99481298	+	-	32.68803	15.82216	24.255094999999997
chr11	103020502	chr11	103625251	-	+	30.85785	17.63208	24.244965
chr3	79025759	chr3	79617953	+	-	19.3687	29.10407	24.236385
chr4	53022265	chr4	53613552	-	+	5.06332	43.38929	24.226305
chr18	38012018	chr18	38624249	-	+	37.29788	11.13803	24.217955
chr11	103020502	chr11	103620256	-	-	30.85785	17.554579999999998	24.206215
chr2	30683880	chr2	31291280	-	+	32.16996	16.240879999999994	24.205419999999997
chr17	28521454	chr17	29124849	-	+	15.50586	32.85342	24.17964
chr10	126356310	chr10	126945494	+	+	40.37553	7.96247	24.168999999999997
chr1	192768421	chr1	193386906	+	-	21.6328	26.69748	24.16514
chr6	124759682	chr6	125376522	+	+	12.60152	35.71767	24.159595
chr8	63421873	chr8	64018813	-	+	10.39431	37.91789	24.156100000000002
chr15	78869460	chr15	79482131	+	-	32.79975	15.481470000000002	24.140610000000002
chr4	133433971	chr4	134034102	-	-	11.04723	37.21817	24.1327
chr11	5015147	chr11	5620195	+	+	44.32172	3.8965	24.10911
chr11	4425618	chr11	5015147	-	+	3.87904	44.32172	24.10038
chr10	79422816	chr10	80041336	+	+	22.54294	25.65525	24.099095
chr8	107089172	chr8	107681650	-	+	30.57145	17.60125	24.08635
chr1	182337407	chr1	182952135	-	-	18.63297	29.52011	24.07654
chr8	125075619	chr8	125669373	-	+	37.44421	10.69835	24.071279999999998
chr1	87750070	chr1	88337252	+	+	34.76962	13.372929999999998	24.071275
chr2	31147179	chr2	31742678	-	+	39.73671	8.37133	24.05402
chr2	32260440	chr2	32864771	-	-	35.10916	12.99206	24.050610000000002
chr2	31640817	chr2	32260440	-	-	12.99039	35.10916	24.049775
chr6	87463563	chr6	88056126	-	-	25.46606	22.59021	24.028135
chr2	93689994	chr2	94278385	-	-	6.99402	41.05752	24.025769999999998
chr1	74941725	chr1	75556256	+	-	10.20805	37.82629	24.01717
chr6	29121257	chr6	29712695	+	+	25.46606	22.54294	24.0045
chr8	123025019	chr8	123637416	+	+	5.78099	42.2242	24.002595000000003
chr6	141396282	chr6	141989199	-	-	22.32354	25.65525	23.989395000000002
chr11	117219801	chr11	117825930	-	+	41.85229	6.11334	23.982815000000002
chr5	148992229	chr5	149604836	+	-	15.62648	32.32597	23.976225
chr10	80210343	chr10	80813671	+	-	21.3441	26.59364	23.968870000000003
chr11	120169555	chr11	120766880	-	-	16.4296	31.50075	23.965175000000002
chr4	137280877	chr4	137883333	+	+	42.68821	5.19715	23.94268
chr2	131035859	chr2	131633567	-	-	39.58404	8.29365	23.938845
chr11	32488563	chr11	33070711	-	+	23.52314	24.34539	23.934265
chr3	151379434	chr3	151979248	+	-	20.64928	27.20428	23.92678
chr4	129866394	chr4	130448345	-	-	27.041	20.80863	23.924815000000002
chr3	88542771	chr3	89158873	-	-	29.10407	18.72211	23.91309
chr4	149024737	chr4	149614387	+	-	9.20603	38.62008	23.913055
chr10	126356310	chr10	126973892	+	-	40.37553	7.44131	23.90842
chr2	25880027	chr2	26495851	+	-	15.92494	31.88309000000001	23.904015000000005
chr2	129500821	chr2	130101622	+	+	34.33616	13.45606	23.89611
chr13	55638166	chr13	56253402	-	-	33.80161	13.99032	23.895964999999997
chr2	180795075	chr2	181413701	-	-	14.51918	33.24129	23.880235
chr7	25438899	chr7	26026255	-	+	35.69412	12.06406	23.879089999999998
chr11	97261872	chr11	97864119	-	-	25.98413	21.76545	23.87479
chr18	61228239	chr18	61826216	-	-	22.42592	25.31658	23.87125
chr5	23293450	chr5	23900590	+	+	29.13188	18.60785	23.869864999999997
chr14	21956337	chr14	22561238	+	-	27.46249000000001	20.25044	23.856465000000007
chr15	79919230	chr15	80536721	+	+	34.67827	12.99085	23.83456
chr11	54078266	chr11	54676673	+	-	26.91213	20.7491	23.830615
chr14	47343774	chr14	47954671	-	+	11.36625	36.27576	23.821005
chr15	73017452	chr15	73622335	-	+	28.65628	18.97501	23.815645
chr4	125998997	chr4	126596340	-	-	44.26903	3.34853	23.80878
chr12	32059629	chr12	32652605	+	+	14.5103	33.10711	23.808705
chr19	43907077	chr19	44493696	+	-	23.93567	23.67281	23.80424
chr15	79073808	chr15	79661009	+	+	28.09393	19.469520000000006	23.781725
chr8	129510536	chr8	130113386	+	+	34.76962	12.79322	23.78142
chr15	98634706	chr15	99246410	-	-	19.48809	28.06464	23.776365
chr2	152326776	chr2	152907148	-	-	3.11829	44.4222	23.770245
chr18	38456239	chr18	39050085	+	+	23.66411	23.86473	23.76442
chr11	72243125	chr11	72863036	-	-	24.03909	23.46833	23.75371
chr1	74948463	chr1	75556256	-	-	9.66673	37.82629	23.74651
chr11	5015147	chr11	5602773	+	-	44.32172	3.15982	23.740769999999998
chr7	19886169	chr7	20475387	+	-	31.4308	16.047520000000002	23.739160000000002
chr14	31636159	chr14	32249443	-	-	4.6634400000000005	42.74589	23.704665000000002
chr10	85484576	chr10	86100040	+	-	15.07175	32.32597	23.69886
chr4	134469572	chr4	135073031	-	+	27.73624	19.66113	23.698684999999998
chr3	122341735	chr3	122937605	-	+	34.40698	12.99	23.69849
chr2	20595071	chr2	21183436	-	-	28.40215	18.95895	23.68055
chr18	35699867	chr18	36282011	-	-	21.77877	25.56372	23.671245
chr4	133743260	chr4	134355412	+	-	22.02943	25.30593	23.66768
chr14	54426082	chr14	55042391	+	+	19.469520000000006	27.84665	23.658085000000003
chr3	67233421	chr3	67849915	+	-	27.51003	19.79296	23.651495
chr14	66000625	chr14	66601165	-	+	16.047520000000002	31.25081	23.649165000000004
chr1	145636151	chr1	146227343	+	-	32.74208	14.552029999999998	23.647055
chr18	42170729	chr18	42751012	-	-	25.9817	21.30833	23.645015
chr3	88891582	chr3	89492784	+	-	22.91344	24.37601	23.644725
chr4	10953572	chr4	11555326	+	+	30.1435	17.1402	23.641849999999998
chr19	40420345	chr19	41037601	-	+	30.5271	16.73338	23.63024
chr2	26502509	chr2	27091423	+	-	43.69783	3.55269	23.62526
chr16	25376957	chr16	25964130	-	+	16.047520000000002	31.201290000000004	23.624405000000003
chr8	23728809	chr8	24348364	+	-	3.34853	43.88645	23.61749
chr8	23753749	chr8	24348364	-	-	3.3473900000000003	43.88645	23.61692
chr7	134358963	chr7	134944027	+	+	22.18918	25.00575	23.597465
chr11	58745277	chr11	59338884	+	+	5.02893	42.15944	23.594185
chr7	87874920	chr7	88490196	+	-	20.71441	26.44813	23.58127
chr11	55200135	chr11	55805390	-	-	15.77608	31.36756	23.571820000000002
chr14	29320899	chr14	29924049	-	-	19.74919	27.37613	23.56266
chr2	75624341	chr2	76207978	+	+	19.86836	27.24003	23.554195
chr9	99142674	chr9	99747419	-	+	34.81259	12.28821	23.5504
chr3	52047733	chr3	52648153	+	+	7.259589999999997	39.81235	23.53597
chr8	96867326	chr8	97474185	+	+	25.7046	21.30833	23.506465
chr11	97261872	chr11	97849026	-	-	25.98413	21.01461	23.49937
chr11	115215674	chr11	115801202	-	+	21.30833	25.67207	23.4902
chr1	82473048	chr1	83072904	-	-	18.97501	27.98065	23.47783
chr1	182352449	chr1	182952135	-	-	17.40629	29.52011	23.4632
chr11	96825074	chr11	97437173	-	-	15.16017	31.70264	23.431404999999998
chr7	72664858	chr7	73246950	-	+	30.22625	16.6309	23.428575000000002
chr5	140226696	chr5	140808222	-	-	22.27211	24.57641	23.42426
chr2	76207978	chr2	76818480	+	-	27.24003	19.60196	23.420994999999998
chr14	54948428	chr14	55558409	-	-	25.67207	21.1699	23.420985
chr4	128634696	chr4	129226718	+	+	35.75305	11.08043	23.41674
chr7	133786264	chr7	134404461	-	+	36.38008	10.44797	23.414025
chr17	47619560	chr17	48238056	-	+	11.78132	35.04189	23.411605
chr10	79627990	chr10	80219056	-	-	39.81525	7.00477	23.41001
chr3	95772593	chr3	96384275	-	-	3.63801	43.17546	23.406735
chr7	28470929	chr7	29062670	-	+	17.182170000000006	29.62378	23.402975000000005
chr8	41381976	chr8	41979451	+	-	37.05511	9.7425	23.398805
chr9	77458805	chr9	78041936	+	-	22.32354	24.4689	23.39622
chr6	50547100	chr6	51156878	-	+	18.02032	28.76814	23.39423
chr7	108055928	chr7	108652119	+	-	27.98065	18.79893	23.389789999999998
chr16	32115576	chr16	32697388	+	+	21.63416	25.14464	23.389400000000002
chr17	86858110	chr17	87443974	+	-	8.11875	38.64525	23.381999999999998
chr9	110235762	chr9	110825458	+	+	31.08815	15.66543	23.37679
chr9	110314205	chr9	110899922	+	+	16.240879999999994	30.49679	23.368834999999997
chr16	91935591	chr16	92544702	-	+	28.2742	18.42163	23.347915
chr11	68710833	chr11	69327558	-	-	27.46249000000001	19.229470000000006	23.345980000000008
chr12	73948990	chr12	74551341	+	-	17.67033	29.01697	23.34365
chr6	29708681	chr6	30307979	-	-	23.95025	22.73611	23.34318
chr8	122595766	chr8	123202515	-	+	21.30833	25.37638	23.342355
chr10	80041336	chr10	80637941	+	-	25.65525	21.01461	23.33493
chr15	97067565	chr15	97680267	+	-	27.40918	19.23024	23.31971
chr4	132773697	chr4	133385831	+	-	30.13678	16.50131	23.319045000000003
chr3	87303236	chr3	87891777	-	+	22.73611	23.88741	23.31176
chr11	78161057	chr11	78769956	-	-	23.3265	23.28689	23.306694999999998
chr7	147991798	chr7	148580931	-	-	22.46986	24.12811	23.298985000000002
chr14	121850514	chr14	122463950	-	+	23.01507	23.58249	23.29878
chr4	149002700	chr4	149614387	+	-	7.96247	38.62008	23.291275
chr11	115742513	chr11	116350218	-	-	22.63018	23.95025	23.290215
chr17	5189986	chr17	5796065	-	+	11.39952	35.17727	23.288395
chr10	79388162	chr10	79972299	-	-	29.03837	17.50742	23.272895
chr15	102573267	chr15	103154601	-	-	29.00018	17.5365	23.268340000000002
chr8	125847516	chr8	126448855	+	+	11.73417	34.80017	23.26717
