chrom	start	end	strand	fc_P	fc_E	fc_A	PE_diff
chr14	8912457	8915300	+	50.9531	1.47604	23.63	49.47706
chr4	43391000	43399900	+	52.1834	2.74287	40.58	49.440529999999995
chr6	94624100	94650508	-	53.4269	3.99893	8.07	49.42797
chr8	113556700	113562600	+	51.6828	2.29737	21.48	49.38543
chr4	117353000	117356100	-	51.8544	2.48535	3.12	49.36905
chr11	102145887	102148400	+	50.5958	1.25068	12.91	49.345119999999994
chr6	35080200	35085000	-	51.3825	2.03969	6.12	49.34281
chr9	18096358	18100000	+	51.1679	1.85709	12.52	49.310810000000004
chr6	83743900	83747600	+	51.6528	2.35121	15.62	49.30159
chr4	147220700	147224000	-	51.6121	2.32413	4.1	49.28797
chr7	5030100	5044400	+	53.2844	3.99893	19.35	49.28547
chr11	5854600	5860000	+	51.7974	2.52796	19.73	49.26944
chr1	74438519	74448200	+	51.9545	2.69472	45.27	49.259780000000006
chr8	91220615	91224200	+	50.7114	1.45466	16.07	49.25674
chr18	61876200	61887400	-	51.6255	2.41013	5.88	49.21537
chr13	91946200	91948600	-	51.3124	2.09861	12.27	49.213789999999996
chr2	130453700	130456111	-	50.2544	1.04669	6.13	49.20771
chr6	29297100	29303600	+	50.8104	1.61034	12.3	49.20006
chr11	106467500	106474616	-	52.0405	2.85548	17.01	49.18502
chr17	36407000	36409215	-	50.8389	1.6908	23.98	49.1481
chr11	97639900	97643937	-	51.4396	2.31875	7.96	49.12085
chr3	104617700	104622600	-	50.6112	1.50835	11.86	49.10285
chr19	29885900	29888500	-	50.9968	1.91616	4.37	49.08064
chr14	65056100	65066800	-	51.7822	2.70518	32.35	49.077020000000005
chr8	23811000	23818400	-	50.1254	1.05207	10.19	49.07333
chr16	44744600	44746820	-	49.6957	0.665642	9.84	49.030058000000004
chr6	125081147	125084000	+	51.3248	2.29737	19.51	49.02743
chr16	15637609	15639600	+	49.9532	0.971465	6.19	48.981735
chr1	88599500	88602300	+	51.5818	2.6195	15.71	48.9623
chr4	107836100	107841900	+	50.5686	1.62634	36.4	48.942260000000005
chr11	106127100	106134186	-	52.6554	3.72511	25.91	48.93029
chr12	85625200	85630300	+	50.3818	1.46004	26.7	48.92176
chr19	46130733	46136000	+	50.3676	1.44928	15.51	48.91832
chr3	94913900	94917600	+	50.0105	1.09499	13.15	48.91551
chr11	69827100	69829227	-	51.1102	2.22229	24.59	48.88791
chr2	174288000	174290800	-	49.9805	1.10038	22.52	48.88012
chr12	72038552	72041800	+	50.1827	1.32575	7.7	48.85695
chr11	100331800	100334430	-	50.1396	1.3848200000000002	2.83	48.754780000000004
chr8	74997100	75001000	-	52.0391	3.2848300000000004	11.41	48.75427
chr16	18497900	18500100	+	51.7684	3.02731	6.56	48.74109
chr5	115729345	115731700	+	50.3398	1.5995700000000002	7.8	48.74023
chr14	70996800	70999800	-	50.1959	1.48143	8.16	48.71447
chr1	94368300	94371400	-	50.9823	2.28137	11.13	48.70093
chr9	21600600	21604900	-	51.1689	2.5175	31.25	48.6514
chr6	146446700	146450946	-	51.3392	2.69457	22.45	48.64463
chr13	102518500	102538210	-	52.5418	3.95063	34.05	48.591170000000005
chr1	95370100	95375271	-	50.0394	1.48143	23.17	48.55797
chr10	127772700	127789100	+	51.8544	3.3009800000000005	24.48	48.553419999999996
chr1	136390400	136393700	+	51.0108	2.46382	18.01	48.546980000000005
chr5	149995902	149998800	+	49.6098	1.07346	13.22	48.53634
chr5	110535600	110537399	-	50.0959	1.57819	10.48	48.51771
chr5	138695800	138700100	+	50.3814	1.86801	15.06	48.51339
chr14	68548100	68551457	-	49.2952	0.794402	35.26	48.500798
chr10	116499200	116501222	-	50.06800000000001	1.57281	7.15	48.495190000000015
chr3	19794476	19797200	+	51.5967	3.12377	8.3	48.47293
chr5	42097500	42100400	-	49.5675	1.10038	7.16	48.46712
chr13	34126800	34139800	+	52.4975	4.06877	29.87	48.42873
chr17	56903821	56905600	+	50.69600000000001	2.29752	32.08	48.39848000000001
chr8	129492500	129495356	-	50.3676	1.99677	3.43	48.370830000000005
chr5	138521000	138537500	+	51.7977	3.4299	24.71	48.3678
chr7	134756800	134760100	-	49.854	1.48697	9.75	48.36703
chr3	97566400	97574700	-	51.5536	3.1882200000000003	15.49	48.36538
chr11	119773900	119778600	+	51.0396	2.6838	15.06	48.3558
chr12	70456100	70458549	-	49.4244	1.07884	5.3	48.34556
chr4	59201200	59219800	+	51.469	3.12915	10.03	48.33985
chr13	119174000	119176451	-	49.496	1.16468	6.67	48.331320000000005
chr17	29796700	29799700	+	49.6531	1.34205	11.56	48.31105
chr2	121781428	121785200	+	49.5389	1.24529	15.67	48.29361
chr11	83286653	83290900	+	50.0398	1.7604799999999998	25.23	48.27932
chr5	136673500	136676200	-	50.396	2.17384	6.16	48.22216
chr9	118414700	118422600	+	49.9107	1.6908	10.5	48.219899999999996
chr5	115795300	115799900	-	50.1392	1.9217	12.58	48.2175
chr13	38722100	38727364	-	50.3526	2.17384	8.7	48.178760000000004
chr6	29417415	29419700	+	49.2674	1.08961	5.32	48.17779
chr5	145960300	145963113	-	49.7963	1.62634	9.72	48.16996
chr19	8814600	8816554	+	50.3812	2.26521	25.44	48.11599
chr10	23503800	23507914	-	50.1961	2.088	10.71	48.1081
chr9	108249376	108252200	+	49.5104	1.44389	37.23	48.066509999999994
chr2	166630753	166633500	+	49.825	1.76587	10.43	48.05913
chr1	153601521	153604000	+	49.6675	1.61019	6.41	48.057309999999994
chr11	100375800	100393600	-	51.2542	3.19899	30.51	48.055209999999995
chr11	100375800	100393600	-	51.2542	3.19899	15.5	48.055209999999995
chr7	6095400	6107606	-	52.9981	4.94332	36.06	48.05478
chr18	23961800	23965500	+	48.9367	0.934238	6.09	48.002462
chr3	90051200	90064300	+	51.0246	3.05423	19.93	47.97037
chr6	147039000	147043400	+	49.8959	1.99154	11.69	47.90436
chr13	115875300	115881408	-	49.4807	1.64803	19.86	47.83267
chr1	4773700	4777300	-	49.0247	1.22391	12.37	47.800790000000006
chr10	120800900	120807400	+	49.7673	1.99693	33.0	47.77037
chr17	95233871	95235200	+	48.7231	0.960851	10.09	47.762249000000004
chr1	55187725	55191100	+	49.2962	1.53527	16.06	47.76093
chr18	9957509	9959700	+	48.0665	0.348897	12.22	47.717603
chr3	107946900	107950900	-	49.1952	1.60496	13.12	47.59024
chr8	24292000	24319036	-	50.4964	2.9467	19.23	47.5497
chr16	20140500	20143500	+	49.0822	1.53512	5.58	47.54708
chr17	75114700	75118000	+	48.7813	1.23991	9.57	47.54139
chr9	87149200	87151100	-	48.8816	1.36867	3.58	47.51293
chr5	30949500	30954100	+	50.0678	2.60334	6.23	47.464459999999995
chr1	74282279	74298000	+	50.9681	3.50497	10.13	47.46313
chr11	102557400	102560100	-	48.6522	1.19714	5.01	47.45506
chr16	87439300	87442400	-	49.6529	2.2059900000000003	19.68	47.44691
chr17	24805600	24813300	+	51.7117	4.27245	26.38	47.43925
chr10	126506720	126509300	-	49.6673	2.2546	10.99	47.4127
chr10	126506717	126509300	-	49.6673	2.2546	20.78	47.4127
chr7	137687900	137691600	-	48.409	1.00931	25.19	47.39969
chr7	4827200	4830700	+	49.5098	2.11492	25.74	47.39488
chr5	145990600	145992889	+	48.5091	1.11653	39.62	47.39257
chr4	43009300	43013239	-	49.3393	1.97524	22.52	47.36406
chr16	20650900	20653600	+	49.2385	1.89478	8.32	47.343720000000005
chr12	111722000	111728600	+	50.139	2.8341	24.65	47.3049
chr9	105397210	105398800	-	47.8808	0.590417	15.32	47.290383
chr11	94490716	94499600	+	50.4676	3.18838	9.71	47.279219999999995
chr3	87328400	87333300	+	49.6394	2.38859	23.99	47.25081
chr2	156816000	156817824	-	48.182	0.939314	14.06	47.242686
chr1	39531400	39535911	-	49.6823	2.44766	12.38	47.23464
chr9	44187296	44196700	+	50.51	3.3009800000000005	10.56	47.209019999999995
chr9	44186752	44196700	+	50.51	3.3009800000000005	8.99	47.209019999999995
chr17	15530100	15535000	+	49.7665	2.60873	10.32	47.15777
chr16	4725400	4732000	+	48.8949	1.7604799999999998	23.1	47.13442
chr5	45910400	45913800	+	48.753	1.62096	11.19	47.13204
chr19	32783300	32787197	-	48.9532	1.83032	25.83	47.12288
chr13	41344847	41351400	+	48.4098	1.29898	26.18	47.11082
chr2	148697400	148705500	-	49.5953	2.4852	9.26	47.1101
chr15	76778545	76784000	+	48.552	1.46543	9.19	47.08657
chr5	99669000	99682235	-	48.3529	1.29929	8.67	47.05361
chr4	102883900	102888516	-	48.5675	1.51896	19.34	47.04854
chr2	27369300	27373500	+	50.353	3.31175	16.8	47.041250000000005
chr19	5105200	5109100	-	48.7103	1.6694099999999998	23.86	47.04089
chr5	125078600	125083100	+	50.2965	3.3009800000000005	10.07	46.99552
chr19	45149053	45152300	+	48.9381	1.94308	16.64	46.99502
chr4	137772197	137777800	+	51.1406	4.15984	18.24	46.98076
chr18	38496400	38499400	-	47.8804	0.912547	13.66	46.967853000000005
chr12	85025900	85031800	+	48.4386	1.4762	13.81	46.9624
chr5	33127100	33128660	-	49.0383	2.1363	5.76	46.902
chr3	89533600	89537700	+	49.7246	2.8341	13.82	46.8905
chr13	54166966	54180200	+	50.2107	3.35467	26.02	46.856030000000004
chr2	27316800	27332043	-	51.1833	4.34767	15.58	46.83563
chr19	46226653	46233900	+	49.8532	3.03793	7.49	46.81527
chr13	97424000	97445100	-	50.5541	3.74649	19.88	46.80761
chr4	147273900	147280400	-	48.953	2.17384	29.5	46.779160000000005
chr2	158450267	158452600	+	47.8101	1.05761	11.26	46.75249
chr10	82159100	82163400	+	48.5244	1.77679	6.43	46.74761
chr14	63861500	63868100	-	47.8385	1.12192	23.57	46.71658
chr17	24614700	24616403	-	49.2954	2.58734	23.07	46.70806
chr2	122590100	122616100	+	51.254	4.56781	25.79	46.686189999999996
chr15	75906400	75916100	-	50.4816	3.81094	20.83	46.67066
chr2	179804200	179807600	+	48.7666	2.09907	13.83	46.66753
chr4	49644271	49647500	+	47.3087	0.64949	9.75	46.65921
chr12	113202100	113205596	-	48.967	2.3349	19.48	46.6321
chr2	71049417	71052300	+	47.5526	0.950083	7.88	46.602517
chr15	101114075	101119200	+	50.0536	3.45128	24.97	46.602320000000006
chr4	124391671	124393900	+	48.4518	1.85171	3.8	46.60009
chr1	134029700	134038800	-	48.7815	2.18461	26.65	46.59689
chr4	133138600	133142000	+	48.5811	1.986	12.86	46.5951
chr7	13506813	13510400	+	49.6669	3.08623	19.27	46.58067
chr4	133226600	133228693	-	48.2378	1.65864	32.72	46.57916
chr9	96613200	96620519	-	48.5106	1.9377	26.53	46.5729
chr14	37946600	37948791	-	47.6383	1.06807	12.74	46.57023
chr11	120655300	120658700	-	49.9811	3.42974	14.26	46.551359999999995
chr17	37406300	37409900	+	47.5097	0.982542	10.32	46.527158
chr19	5386300	5390900	-	49.2671	2.7536400000000003	10.24	46.51346
chr11	95245595	95249500	+	48.7955	2.29198	16.5	46.503519999999995
chr18	67605100	67609900	-	48.51	2.03431	14.0	46.47569
chr8	74763631	74767200	+	49.0794	2.6354900000000003	18.04	46.44391
chr15	78904700	78907800	+	48.6095	2.17384	6.26	46.43566
chr19	4623600	4627400	-	49.1956	2.76425	17.63	46.43135
chr5	138111700	138125558	-	49.6962	3.27422	24.52	46.42198
chr2	38497700	38500300	-	48.0383	1.62649	7.95	46.41181
chr1	162125029	162127300	+	47.5229	1.12176	5.11	46.40114
chr1	166235900	166237993	-	47.0084	0.638721	4.47	46.369679000000005
chr4	144818600	144837123	-	49.6961	3.3279	19.18	46.3682
chr5	142877281	142895400	+	50.7112	4.34767	15.49	46.36353
chr12	71552900	71557300	+	47.3945	1.04669	8.05	46.34781
chr17	66446400	66451214	-	48.0663	1.72833	16.38	46.33797
chr7	4744212	4747800	+	47.9808	1.64803	10.7	46.332770000000004
chr7	6123093	6128000	+	48.9385	2.62473	24.78	46.31377
chr5	36820300	36827080	-	49.9532	3.64973	5.41	46.303470000000004
chr18	24685200	24688995	-	47.881	1.5888	11.25	46.2922
chr10	112361700	112367200	-	48.7672	2.49058	19.31	46.27662
chr10	79442800	79447202	-	49.3243	3.05408	25.61	46.27022
chr4	86394089	86399900	+	48.1956	1.92693	14.29	46.26867
chr16	30382600	30389634	-	48.0818	1.81956	18.3	46.26224
chr11	75443200	75447000	+	48.0805	1.82494	3.95	46.25556
chr7	52105900	52116400	+	49.4813	3.22591	35.4	46.25539
chr19	61214200	61217600	-	48.0088	1.7551	2.29	46.2537
chr19	61214200	61217600	-	48.0088	1.7551	15.18	46.2537
chr6	59158681	59160100	+	47.6097	1.35805	10.97	46.25165
chr6	120769200	120774300	-	48.0523	1.81433	16.44	46.237970000000004
chr7	149081600	149089300	-	49.2525	3.0968400000000003	6.77	46.15566
chr19	3766500	3768517	+	47.7235	1.57281	41.28	46.150690000000004
chr17	32637300	32645400	+	48.0954	1.96985	21.18	46.12555
chr4	105988657	105995100	+	48.1958	2.07738	17.38	46.11842
chr13	23514500	23516151	-	47.2091	1.11115	3.55	46.09795
chr16	94532900	94535578	-	47.3227	1.25068	22.81	46.072019999999995
chr9	21039100	21043594	-	50.6115	4.54643	21.77	46.06507
chr10	21013500	21019000	+	48.1813	2.1523	12.29	46.029
chr17	51316600	51318637	-	48.0387	2.01277	25.23	46.025929999999995
chr9	20804800	20810900	+	47.0791	1.05761	16.18	46.02149
chr9	13629600	13631682	-	46.6509	0.633337	17.06	46.017563
chr11	83566600	83568800	+	47.3235	1.32575	7.19	45.99775
chr11	59838500	59850429	-	51.4827	5.48574	34.21	45.99696
chr13	76154600	76156355	-	47.022	1.04131	18.85	45.980689999999996
chr11	76758400	76762500	+	47.9237	1.94862	5.8	45.97508
chr5	125955100	125982400	+	51.4816	5.51236	16.74	45.96924
chr13	41110700	41117000	+	47.6806	1.72295	23.75	45.95765
chr3	107482500	107500301	-	49.4249	3.47266	13.26	45.95224
chr1	173199700	173203200	+	47.6802	1.73925	6.45	45.94095
chr10	110601831	110615400	+	48.0385	2.104	14.12	45.9345
chr2	11517900	11524841	-	47.5243	1.59434	8.76	45.929959999999994
chr15	65618204	65620500	+	46.7946	0.874857	6.98	45.919743000000004
chr9	44862000	44864400	+	46.5661	0.660258	7.6	45.905842
chr9	64858500	64872600	-	49.7669	3.864630000000001	29.98	45.90227
chr11	96649500	96653700	+	48.3957	2.51735	11.91	45.87835
chr4	15861600	15872922	-	48.4675	2.5978	27.15	45.8697
chr17	23939201	23945600	+	47.3957	1.5672700000000002	17.21	45.82843
chr8	64069365	64070900	-	46.9521	1.14868	21.42	45.80342
chr2	69549900	69551928	-	47.4516	1.6584900000000002	18.55	45.79311
chr5	93695937	93698200	+	46.6235	0.84286	17.17	45.78064
chr4	135509800	135519878	+	49.4096	3.64465	23.0	45.76495
chr5	8055100	8059000	+	48.1523	2.3938200000000003	17.65	45.75848
chr5	67651679	67655900	+	47.0232	1.28298	20.96	45.74022
chr16	93607718	93612900	+	47.9086	2.17922	8.7	45.72938
chr5	108889400	108898400	+	49.3968	3.68219	11.24	45.71461
chr4	43665600	43669507	-	47.4087	1.71249	32.26	45.69621
chr15	85166000	85169700	+	48.1238	2.44766	23.39	45.676140000000004
chr16	23127200	23131700	-	47.5379	1.86248	15.57	45.67542
chr2	103599600	103603000	-	47.1506	1.48143	5.97	45.669169999999994
chr6	83723800	83726800	-	48.0379	2.39413	11.79	45.64377
chr10	126556900	126558580	-	46.8503	1.23468	5.15	45.61562
chr2	154481800	154488700	+	47.5668	1.96985	9.34	45.59695
chr4	132017500	132020198	-	48.1663	2.57642	5.62	45.58988
chr2	119499500	119502600	+	46.4087	0.8265530000000001	11.33	45.582147000000006
chr2	91104165	91112300	+	50.1818	4.60535	26.62	45.57645
chr5	121654206	121658000	+	47.3524	1.81433	4.51	45.538070000000005
chr14	70498600	70503300	+	47.352	1.85186	3.85	45.500139999999995
chr10	119645473	119648000	+	47.8099	2.31875	4.05	45.49115
chr16	4074800	4078800	-	46.8088	1.32575	12.22	45.48305
chr5	139956300	139961253	-	47.2073	1.7391	9.01	45.468199999999996
chr4	128919400	128929800	-	48.5673	3.10777	33.87	45.45953
chr5	111758100	111771200	+	47.9379	2.47981	12.26	45.45809
chr11	114529787	114532900	+	47.2945	1.86801	5.79	45.42649
chr12	31268581	31271300	+	47.4233	2.0289200000000003	5.31	45.39438
chr17	29399700	29402300	-	47.6087	2.22229	15.17	45.38641
chr13	115176800	115179100	-	47.0809	1.70141	14.51	45.37949
chr12	60109700	60113289	-	46.8511	1.4922	20.72	45.358900000000006
chr12	114236100	114239257	-	46.723	1.36882	14.45	45.35418
chr8	26951042	26952900	-	47.3099	1.95924	10.69	45.35066
chr16	17717200	17723393	-	47.1242	1.7766400000000002	11.72	45.34756
chr14	28148400	28161600	+	48.2951	2.97901	13.79	45.316089999999996
chr11	105897200	105901400	+	46.7657	1.45466	3.6	45.311040000000006
chr5	135844000	135847100	+	47.0234	1.7175599999999998	5.71	45.30584
chr7	87595100	87606700	-	49.2667	3.96663	49.79	45.30007
chr3	96499800	96502000	+	46.5946	1.30436	8.23	45.29024
chr18	64501745	64512400	+	48.0243	2.78041	22.6	45.24388999999999
chr13	59919100	59925700	-	47.6959	2.45289	26.92	45.24301
chr9	14587900	14590200	+	45.8799	0.687025	5.73	45.192875
chr6	6522200	6529026	-	46.6088	1.41697	13.22	45.19183
chr18	74374700	74377500	+	47.0665	1.88417	9.12	45.18233
chr11	116135185	116137100	-	46.508	1.33113	11.65	45.17687
chr9	64187000	64189800	-	47.0803	1.91093	28.23	45.16937
chr16	62784800	62787700	-	46.8092	1.6424900000000002	13.09	45.166709999999995
chr2	30219452	30225200	+	47.3933	2.23829	27.3	45.155010000000004
chr4	155317117	155321900	+	48.9967	3.84848	16.08	45.148219999999995
chr12	56937006	56938600	+	45.8211	0.708562	8.29	45.112538
chr2	32250756	32254400	+	47.5662	2.49058	19.27	45.07562
chr17	66866100	66869900	-	46.9382	1.86263	5.15	45.07557
chr2	3340600	3342700	+	46.2796	1.20806	10.69	45.07154
chr19	7287400	7293000	-	47.8661	2.80179	16.07	45.064310000000006
chr9	108467900	108469994	-	47.9228	2.87717	18.93	45.04563
chr11	87550681	87554200	+	45.9364	0.923161	3.48	45.013239
chr13	85328685	85330900	+	46.0796	1.07346	4.88	45.00614
chr11	114712487	114719400	+	47.8239	2.8181	51.17	45.0058
chr1	89223229	89231800	+	46.9529	1.96462	12.54	44.98828
chr15	38590800	38600000	+	46.8376	1.85186	4.78	44.98574
chr7	27945100	27951684	-	47.9092	2.92547	37.99	44.98373
chr13	63915100	63918000	+	45.8205	0.842706	17.95	44.977794
chr4	44079132	44084600	-	47.5239	2.5495	36.65	44.974399999999996
chr8	74114600	74118000	+	49.2096	4.25107	26.47	44.95853
chr9	114309500	114312000	+	46.2229	1.27221	14.37	44.95069
chr2	120393091	120398700	+	45.8364	0.8910100000000001	19.8	44.945389999999996
chr18	63137142	63139600	+	46.8937	1.94847	6.31	44.94523
chr7	39055000	39057400	-	46.7665	1.83571	6.65	44.93079
chr11	35582968	35588000	+	46.7942	1.87324	19.54	44.920959999999994
chr19	10954300	10956972	-	46.3648	1.44928	13.0	44.91552
chr6	129177100	129188394	-	47.767	2.8984	37.25	44.8686
chr4	109141100	109149321	-	47.0813	2.22214	20.89	44.859159999999996
chr4	124367600	124371208	-	46.2656	1.42789	7.72	44.83771
chr18	68092909	68099700	+	47.1957	2.38336	10.53	44.81234
chr2	31307400	31322200	+	48.8948	4.09569	50.65	44.79911
chr11	98051700	98055500	-	46.7088	1.91616	7.82	44.79264
chr4	124706300	124709900	+	46.594	1.8034	4.66	44.7906
chr8	121917900	121925400	+	47.8389	3.04885	29.05	44.79005
chr11	4794650	4796700	+	45.7506	0.960851	8.64	44.789749
chr13	96141800	96145665	-	46.3229	1.53512	9.43	44.78778
chr17	33821734	33823400	-	46.1077	1.3365200000000002	17.11	44.77118
chr10	127982800	127985123	-	46.6367	1.86786	18.55	44.76884
chr11	119350200	119355500	+	46.194	1.46004	9.14	44.73396
chr8	74057600	74063400	-	47.8808	3.15069	22.42	44.73011
chr14	26661311	26667200	+	47.8521	3.13992	12.24	44.712180000000004
chr7	134374800	134378600	+	45.8943	1.1916	12.72	44.7027
chr18	24112200	24114900	+	45.737	1.0359200000000002	18.87	44.701080000000005
chr2	52598200	52602700	-	46.1229	1.42789	20.13	44.69501
chr9	56770300	56778600	-	48.4384	3.74664	29.44	44.69176
chr6	113647060	113650900	+	45.8943	1.21314	18.47	44.68116
chr9	110309100	110311800	-	47.0372	2.36705	3.4	44.67015
chr2	29682069	29685200	+	46.7369	2.0718400000000003	6.84	44.66506
chr9	4375661	4378900	+	45.5212	0.874857	4.39	44.646343
chr8	87594000	87597400	+	46.5942	1.95385	31.41	44.64035
chr8	73418900	73421686	-	47.4806	2.85548	10.09	44.62512
chr9	99475859	99478800	+	45.7951	1.1700700000000002	10.27	44.625029999999995
chr16	28926600	28930135	-	46.6808	2.06646	18.43	44.61434
chr18	31963000	31972600	+	46.2373	1.63172	10.23	44.605579999999996
chr4	4716800	4721200	-	46.4664	1.86786	5.35	44.59854
chr5	65360400	65363200	+	46.1091	1.51389	15.64	44.595209999999994
chrX	7828000	7830204	-	45.0946	0.509962	10.3	44.584638
chr12	40758500	40764349	-	46.48	1.91616	27.23	44.56384
chr16	16983114	17004100	+	45.9512	1.4062	9.62	44.545
chr12	60154900	60163100	-	46.1514	1.63711	9.49	44.51429
chr7	28516051	28518000	+	45.9794	1.4922	10.56	44.4872
chr8	13757279	13759200	+	45.4655	1.00377	4.91	44.461729999999996
chr13	67160300	67162547	-	45.2074	0.751636	15.65	44.455764
chr2	155753300	155756900	-	46.3798	1.94293	7.7	44.436870000000006
chr5	138594400	138597359	-	46.3081	1.8734	14.0	44.43470000000001
chr14	57505535	57509800	+	46.5812	2.15245	17.66	44.42875
chr2	143740271	143745300	+	45.9797	1.56188	27.41	44.41782
chr10	80518200	80523900	-	47.5948	3.18838	10.05	44.40642
chr5	148703800	148707200	-	46.4225	2.0289200000000003	25.87	44.39358
chr13	64410800	64417600	-	46.3656	2.01816	26.22	44.34744
chr19	37449400	37452200	+	45.4789	1.13253	13.31	44.34637
chr2	164705146	164707500	+	46.6231	2.2866	24.68	44.3365
chr11	72254136	72256400	+	46.7936	2.45843	4.58	44.33517
chr1	173341096	173344900	+	45.9089	1.57804	18.18	44.33086
chr12	25335932	25347400	+	47.48	3.1722200000000003	23.81	44.307779999999994
chr13	67207800	67210600	-	47.7373	3.45666	14.98	44.28064
chr2	93848800	93851800	-	46.1083	1.85186	5.03	44.25644
chr18	42434210	42437500	+	45.2655	1.01977	10.15	44.24573
chr6	86343600	86351400	-	46.4499	2.21137	21.87	44.23853
chr9	62656900	62660099	-	46.3231	2.088	12.04	44.235099999999996
chr7	134535500	134538200	-	46.4656	2.23829	11.96	44.22731
chr11	121098194	121102200	+	46.3784	2.15784	20.91	44.22056
chr9	53191200	53194200	+	45.5939	1.3742	28.83	44.219699999999996
